,ID,TEMPO,NOME_UF,SIGLA_UF,MUNICIPIO,STATUS,TEMA,CATEGORIA,DESCRICAO,DIA,MES,ANO,TRIMESTRE
16,154531455,12-01-2022,Rio de Janeiro,RJ,Rio de Janeiro,Respondida,Pagar por diferença de troca,Carrefour - Loja Física<->Divergência de valores<->Hipermercados,"Comprei 4 Cuecas Box Zorba dia 25/11/2022, seriam pra presente a um tio em  outro Estado, mas confirmei que o tamanho seria G e não GG. Fui hoje dia 01/12/2022 a loja pra realizar a troca. A gerente autorizou mediante a um vale. So que as cuecas eram 14,99 cada, e hoje estavam por 29,99. O dobro do valor. Como nao aceitei para mais 60, 00 de diferença ela não autorizou a troca. Todas elas no mesmo modelo mesmo sendo P,M,G e GG são o mesmo valor.  Achei um absurdo ela querer que eu pagasse a diferença ja que os produtos são os mesmos só mudam de tamanho.Aguardo uma solução",12,1,2022,1
17,154288877,12-01-2022,Rio de Janeiro,RJ,Niterói,Não respondida,Tentativa de furto Carrefour manilha,Supermercados<->Acidente no estacionamento<->Carrefour - Loja Física,"No dia 25/04 às 20:15 entramos no Carrefour para fazermos uma compra. Somos clientes frequentes da rede, íamos pelo menos 3x na semana. Às 20:40 fizemos a compra, em menos de 30 minutos dentro do mercado, voltamos ao carro e notamos um amassado na porta do carona. Tentaram abrir, com alguma chave ou objeto. O carro era alugado da Localiza, que fica na mesma área do Carrefour. Entramos no mercado, chocados com a falta de segurança de tivemos em tão pouco tempo e notificamos ao responsável. Como pode, em menos de 30 minutos, o mercado não oferecer nenhum tipo de segurança pro cliente??? Como foi sugerido, fizemos o BO, enviamos todos os documentos. Até agora NADA. Nenhum contato, nenhum reembolso, NADA. Tivemos que arcar com o custo da Localiza, pois o carro foi entregue danificado. Inacreditável uma rede tão grande não ter o MÍNIMO de cuidado e segurança com o cliente. Estamos há meses tentando contato, aguardando algum posicionamento. Lamentável. Exijo um reembolso do valor cobrado pela locadora ou NO MÍNIMO, duas diárias de cortesia para compensar todo o estresse emocional e perda financeira. Entendo que, como carrefour e localiza são duas empresas que trabalham próximas na unidade de São Gonçalo, será possível uma solução rápida e decente, certo? Sou cliente assídua das 2 redes e é lamentável todo o estresse que foi gerado. Ficamos no aguardo de uma solução para que não seja necessário entrarmos com medidas legais. ",12,1,2022,1
18,154237349,12-01-2022,São Paulo,SP,São Paulo,Não respondida,Carrefour shopping Eldorado se nega a aceitar devolução ,Carrefour - Loja Física<->Troca-Devolução de produto<->Blackfriday<->Hipermercados,"Estou aqui na loja Carrefour do shopping Eldorado e o gerente Edson 360985 se negou a aceitar a devolução de produtos que comprei online hoje pela manhã. Eles estavam anunciados por outro valor, mas na hora que o assistente realizou a compra, os valores cobrados foram quase o dobro. Estou na loja querendo devolver os produtos e aceito até vale compras, mas se negam! Terei de abrir reclamação no consumidor.gov ou entrar no procon com danos morais e materiais ",12,1,2022,1
19,154545749,12-01-2022,São Paulo,SP,São Paulo,Resolvido,Óleo  de coco com cheiro ruim,Mau Atendimento<->Carrefour - Loja Física<->Hipermercados,"Fui fazer compras no Carrefour de São Caetano dia 14/11/2022, comprei o óleo de coco orgânico, semana passada fui fazer um bolo, e quando abri o cheiro era e ruim, não tinha cheiro nem gosto de óleo de coco, então liguei para o telefone que consta na embalagem, lá o Carrefour só fala de catão de credito, eu queria saber o porque desse cheiro ruim, mas não consegui.Validade 17/08/2023 - L 08/22 RS ",12,1,2022,1
20,154207089,12-01-2022,Goiás,GO,Goiânia,Não respondida,site funciona como cata bobo,Propaganda enganosa<->Carrefour - Loja Física<->Blackfriday<->Hipermercados,"Site é um preço, mas não finaliza. Contando com a boa prática de seus concorrentes, onde na loja compra-se na mesmas condições do site eu, assim como muitos, imagino, fui à unidade física, na unidade Sul em Goiânia, mesmo produto com valor mais de 20% mais alto, já acostumados com a prática, mal educados, procurei atendimento ao cliente, onde fui atendido por Jaqueline Almeida, também sem tato no atendimento ao cliente. Me senti em uma repartição pública pedindo favor. Qualidade péssima em atendimento, práticas leoninas,  encontrei com outros clientes na mesma situação. Que jeito horrível e malicioso de fazer negócio!",12,1,2022,1
21,154559787,12-01-2022,São Paulo,SP,Santos,Respondida,Chá Preto Carrefour com cheiro de mofo e sem gosto,Chás<->Bebidas<->Carrefour - Loja Física<->Produtos estragados,"Boa noite, comprei 2 caixas do chá preto da marca Carrefour com validade para 12/22Porem ao abrir a primeira caixa notei que os envelopes de papel estava cheirando a mofo, o chá depois de feito está amargo e sem gosto.Não esperava que isso poderia acontecer dentro do prazo de validade já que compro muitos produtos da marca Carrefour e sempre são de boa qualidade.Gostaria de ter uma solução para o problema, estou enviando fotos do produto com validade e lote.Fico no aguardoAtenciosamente  ",12,1,2022,1
22,154563425,12-01-2022,São Paulo,SP,São Paulo,Resolvido,preço Combustível posto Carrefour Raposo Tavares,Propaganda enganosa<->Carrefour - Loja Física,"Boa tarde,Tenho três reclamações a fazer para essa unidade. 1 - Eu sempre abasteço meu carro e moto nesse posto, e já não é a primeira vez que fico muito tempo aguardando, já teve dias de ficar 40 a 50 minutos, e eu gravar isso, ai quando chego na bomba, só quando chego na bomba que sou informada que não há gasolina comum, apenas aditivada, mas ninguem avisa antes para as pessoas que estão aguardando, e o preço da comum fica exposta nos letreiros como se tivesse tudo normal, ou seja, isso é [Editado pelo Reclame Aqui], não notificam que não há gasolina que estão fazendo a propagando, e ofertam a aditivada, e temos que pagar mais caro, pois perdemos 50 minutos em fila, é horrivel isso. A proxima vez que isso ocorrer chamarei a policia e vou processar. 2 - Senti que ao abastecer o carro no posto carrefour nos ultimos 3 meses, meu carro começou a trepidar quando parado em marcha lenta. e realizei um teste abastecendo o mesmo tanto (quando na reserva) em outro posto, e vi que o carro andou mais e sem problemas. O mesmo quantidade de litros e o carro teve uma queima melhor. Vale apresentar aqui a minha desconfiança na qualidade dos combustíveis na rede Carrefour. 3 - Ao informar isso a uma frentista ela simplesmente me tratou como uma idiota , falei que o meu mecanico pediu para eu comunicar o problema, ela ateve a coragem de falar que meu mecanico não sabe de nada, que sempre tem mecanicos que gostam de falar o que nao sabem para [Editado pelo Reclame Aqui] nosso dinheiro, ela falou que eu não sabia o que eu estava falando, que ela tinha conhecimento e curso de mecanica, se ela fez curso, então pq não virou uma mecanica ao inves de frentista? e ainda me tratar e me tirar como burra, leiga. Gostariia muito de soluções e retorno. ",12,1,2022,1
23,154563951,12-01-2022,São Paulo,SP,Garça,Em réplica,Não respeita o consumidor ,Mau Atendimento<->Carrefour - Loja Física,"PONTO 1- Eu e meu esposo viemos por motivos pessoais a Santos, meu esposo é fumante, e já não é a primeira vez que abri reclamado a este respeito, da outra vez optei por não levar o processo adiante devido as ligações e pedidos de desculpas, porém com a repetição constante do problema não vejo outra alternativa, uma vez que atitudes abusivas como está, só passa em branco por não ter quem denuncie. Nós dirigimos ao Carrefour na Av. Conselheiro Nébias 802, Boqueirão, por volta das 19:40, onde foi nos imposto a compra de pacotes fechados de cigarros, na clara tentativa de nós vender mais do que precisamos, uma vez que se trata de produto embalado em pacotes e reembalado em maços individuais onde o fracionamento não interfere ou prejudica em nada a venda dos demais , como já é sabido a compra fracionada é um direito previsto no Código de Defesa do Consumidor (CDC), que garante que o fornecedor não pode limitar quantidade máxima ou mínima para compra de produtos.Isso significa que, para alguns produtos, essa limitação é vista como prática abusiva e pode ser alvo de processo jurídico e indenização, caso o fornecedor não se ajuste às exigências do CDC e atenda o pedido do consumidor.Basicamente, alguns produtos de consumo que são vendidos em forma de pacotes podem ser retirados da embalagem e consumidos individualmente, como ocorre no caso do CIGARRO.PONTO 2- além de sermos colocados em situações vexatórias , tambem fomos maltratados pela operadora de caixa e gerente na ocasião, onde foi nos dito ""que por elas poderíamos fazer o que quisermos que não ligavam"". Dado tamanho desrespeito não nós resta alternativa se não a de se defender na justiça, já que claramente o supermercado não se preocupa e nem respeitam o consumidor.",12,1,2022,1
24,154565681,12-01-2022,São Paulo,SP,Jacareí,Em réplica,Malandragem com o cliente ,Produto com defeito<->Carrefour - Loja Física,Hoje  realiEi a compra de 600 gramas de camarão  ao chegar em casa fui fazer a limpeza dos mesmo  e identifiquei que tinha mais que a metade só a cabeça sem o corpo inteiro ou seja paguei por algo que foi pro lixo  selecionam as cabeça e pesaram junto ,12,1,2022,1
25,154569373,12-01-2022,São Paulo,SP,São Paulo,Resolvido,COMPRA LOJA FÍSICA CARREFOUR SALIM FARAH MALUF,Eletrodomésticos<->Lavadora de roupas e Tanquinho<->Carrefour - Loja Física<->Atraso na entrega,"Comprei máquina de lavar e secar NF 250289 ficaram de entregar 4af dia 30/11/22 e até hoje nada, ligo no número da loja e só ocupado.Preciso de ajuda.GrataKatia",12,1,2022,1
26,154571203,12-01-2022,São Paulo,SP,São Paulo,Em réplica,Atendimento péssimo ,Supermercados<->Mau Atendimento<->Carrefour - Loja Física,"Prezados, boa noite Fui fazer compra hoje, por volta das 21h.Consegui comprar duas calças no cartão Carrefour, sem problemas.Porém, ao passar a compra do mês (R$523.00), o sistema da Alelo, caiu.Quanto a isso, ok.Estava sendo atendida por uma senhora, chamada Marilze, que tentou passar o cartão algumas vezes, sem sucesso.Ela precisou se ausentar e chamou a ajudante dos caixas ou fiscal, e que foi extremamente grosseira.Questionou se eu teria outra forma de pagamento e quando eu recusei, ela fez cara feia e claramente não quis continuar.Os caixas em volta aprovaram as compras no cartão Alelo, porque insistiam e esse ser humano, simplesmente não quis seguir tentando.Eu entendo que a culpa não é do mercado, afinal sistemas caem, mas esse ser humano é completamente despreparado para lidar com pessoas.GrosseiraMal educadaSem a menor vontadeE quando a senhora, saiu do caixa, acredito que para ir ao banheiro, ela ficou repetindo alto, que estava no cx porque a Marilze havia saído  por PTO / RTO ( nao sei ao certo ) e reprovando o motivo.Ela não quer trabalhar Tantas pessoas precisando e essa pessoa com tanta ma vontade.Péssimo atendimento  Passei o dia trabalhando, passo no mercado, rodo entre as gôndolas por 1 hora, carrego peso e no final, alem da frustração da negativa do cartão, passo por um atendimento tão escroto.",12,1,2022,1
27,154557247,12-01-2022,São Paulo,SP,São Paulo,Respondida,Qualidade ,Supermercados<->Carrefour - Loja Física<->Produtos estragados,"Comprei dois sucos xando e veio amargo estragado,meu filho tomou e fiquei até com medo quando fui ver tava horrível..... no expositor estava o preço de cervejas 2.99 com 350ml porém a cerveja é de 310ml toda vez tem que ficar atenta a esse Carrefour de pirituba pois os preços não condiz com os produtos quando não está sem preço, tem oportunidades que podem ser melhoradas no estabelecimento.",12,1,2022,1
28,152839619,11-02-2022,São Paulo,SP,São Roque,Resolvido,Carrefour Zona Norte Sorocaba,Mau Atendimento<->Carrefour - Loja Física<->Problemas com o Atendimento<->Equipe de Atendimento,"Péssimo atendimento da ""menina do patins"" como os funcionários dizem, afinal disseram que essa era a ""função"" dela na loja. Fui hoje ao Carrefour Sorocaba e havia uma oferta de leve X quantidade e ganhe o ""desconto meu Carrefour"" entrei no site para verificar como faria o referido cadastro para ganhar o desconto e lá fica bem claro que não é necessário cadastrar, e sim apenas informar o CPF no caixa.Fui até o caixa e tirei a duvida com a atendente, que disse ser necessário baixar o aplicativo e fazer o cadastro, ao ser questionada sobre a informação do site, a mesma disse que chamaria a tal ""menina do patins"", aí começa o problema. Quem veio esclarecer nossa dúvida, foi uma tal P*******, extremamente grossa e que não sabia explicar o porque a informação era divergente e por isso fomos até o setor do produto para verificar a informação, onde dizia para ""cadastrar informando o CPF no caixa"" e por isso a mesma disse que a informação no site estava errada e em caso de insatisfação eu devia ir até o balcão pra reclamar pois informações erradas não eram da ""ossada"" dela e foi saindo ""patinando"" (parece piada né). Quando vi a mesma saindo e me virei de costas pra ver onde ela iria já que estávamos conversando, a mesma parou e olhou pra mim perguntando ""e aí vai levar ou posso cancelar tudo?"" Até porque eu estava comprando outras coisas. Enfim, atendimento lamentável, funcionaria despreparada, sem inteligência emocional nenhuma, já que claramente ao ser questionado por questões da empresa, não procurou chamar outra pessoa para entender a divergência ou se desculpar em nome da empresa pelo equívoco no site, simplesmente levou pelo lado pessoal. Lamentável uma empresa como essa contratar pessoas despreparadas e não se preocupar em treiná-los para o atendimento ao público.",11,2,2022,1
29,152837389,11-02-2022,Rio de Janeiro,RJ,Rio de Janeiro,Respondida,Cápsulas Carrefour para dolce gusto,Supermercados<->Produto com defeito<->Carrefour - Loja Física,"Odiei essa cápsulas Carrefour para as máquinas dolce gusto ferrou minha máquina vazou água para todo lado, travou a alavanca que prende a cápsula em fim não comprem e o barato que sai caro odiooooooo ",11,2,2022,1
30,152829603,11-02-2022,São Paulo,SP,São Paulo,Resolvido,Carne podre,Carrefour - Loja Física<->Produtos estragados,"Fiz a compra do mês no supermercado Carrefour, supermercado então de minha confiança, comprei uma peça de Filet Mignon, mas quando cheguei em casa que abri a embalagem para cortar, subiu um cheiro estranho e a cor da carne por dentro estava esverdeada. Como confio na empresa, achei que o problema poderia ser porque a carne ficou fora da geladeira no período de compras, mas quando fui prepará-la o cheiro piorou bastante e os pontos esverdeados ficaram mais evidentes, impossibilitando o consumo. Venho por meio desta reclamação solicitar o reembolso do valor pago, nota fiscal anexa. ",11,2,2022,1
31,152827681,11-02-2022,Rio de Janeiro,RJ,Rio de Janeiro,Resolvido,Mercado Carrefour estrada Rio do A,Supermercados<->Carrefour - Loja Física<->Produtos estragados,Ontem comprei 3 BRIOCHE NO MERCADO E HOJE FUI COMER SO QUE OS MESMO NAO SEI SE ESTÁ CRU OU AZEDO RESUMINDO A DATA DE ONTEM SO QUÊ PARECE SE DE OUTRO DIA ,11,2,2022,1
32,152824163,11-02-2022,São Paulo,SP,São Paulo,Respondida,PRODUTO COM DESCONTO = PRODUTO QUE NÃO FUNCIONA,Produto com defeito<->Carrefour - Loja Física<->Hipermercados,"Comprei 2 baterias de carro no carrefour, as 2 com desconto por serem já compradas e devolvidas a loja. No momento da compra nem foi informado a inutilidade das 2 baterias.Tentei devolver depois de ver q nenhuma prestava, mas não tive sucesso. Só não me arrependi da compra em 7 dias pq ate la não sabia q nenhuma estava funcionando.A loja poderia ter informado q o produto nao funcionava, assim eu nem pensava em ter comprado.",11,2,2022,1
